text,intent
can you what are your features immediately,INTRODUCTION
would you what are your features for me,INTRODUCTION
please what are your features please,INTRODUCTION
would you bye,GOODBYE
hey bye please,GOODBYE
please bye right now,GOODBYE
can you bye please,GOODBYE
please bye quickly,GOODBYE
could you bye immediately,GOODBYE
listen guru bye,GOODBYE
hey guru bye immediately,GOODBYE
guru please bye immediately,GOODBYE
guru please bye,GOODBYE
hey guru bye right now,GOODBYE
can you bye immediately,GOODBYE
hey bye for me,GOODBYE
hey bye,GOODBYE
guru please bye quickly,GOODBYE
can you bye right now,GOODBYE
could you bye quickly,GOODBYE
bye,GOODBYE
hey guru bye for me,GOODBYE
hey guru bye please,GOODBYE
can you bye,GOODBYE
i need assistance bye,GOODBYE
would you bye quickly,GOODBYE
can you bye quickly,GOODBYE
guru please bye please,GOODBYE
please bye please,GOODBYE
listen guru bye right now,GOODBYE
guru please bye for me,GOODBYE
hey guru bye,GOODBYE
hey guru bye quickly,GOODBYE
could you bye right now,GOODBYE
guru bye quickly,GOODBYE
guru bye right now,GOODBYE
bye for me,GOODBYE
bye please,GOODBYE
bye quickly,GOODBYE
could you bye please,GOODBYE
guru please bye right now,GOODBYE
hey bye immediately,GOODBYE
hey bye quickly,GOODBYE
guru bye for me,GOODBYE
would you bye please,GOODBYE
guru bye,GOODBYE
can you bye for me,GOODBYE
would you bye immediately,GOODBYE
listen guru bye please,GOODBYE
listen guru bye immediately,GOODBYE
listen guru bye quickly,GOODBYE
guru bye please,GOODBYE
could you bye for me,GOODBYE
could you bye,GOODBYE
bye right now,GOODBYE
please bye immediately,GOODBYE
would you bye for me,GOODBYE
would you bye right now,GOODBYE
listen guru bye for me,GOODBYE
please bye for me,GOODBYE
bye immediately,GOODBYE
guru bye immediately,GOODBYE
please bye,GOODBYE
hey bye right now,GOODBYE
could you goodbye,GOODBYE
listen guru goodbye quickly,GOODBYE
please goodbye,GOODBYE
goodbye,GOODBYE
guru goodbye immediately,GOODBYE
can you goodbye quickly,GOODBYE
listen guru goodbye,GOODBYE
goodbye right now,GOODBYE
hey goodbye for me,GOODBYE
hey goodbye,GOODBYE
can you goodbye right now,GOODBYE
listen guru goodbye right now,GOODBYE
goodbye quickly,GOODBYE
can you goodbye please,GOODBYE
hey guru goodbye quickly,GOODBYE
guru goodbye right now,GOODBYE
listen guru goodbye please,GOODBYE
would you goodbye right now,GOODBYE
please goodbye please,GOODBYE
guru please goodbye for me,GOODBYE
would you goodbye please,GOODBYE
would you goodbye,GOODBYE
guru please goodbye right now,GOODBYE
hey guru goodbye right now,GOODBYE
can you goodbye,GOODBYE
please goodbye right now,GOODBYE
hey guru goodbye for me,GOODBYE
could you goodbye for me,GOODBYE
goodbye for me,GOODBYE
guru goodbye please,GOODBYE
guru please goodbye quickly,GOODBYE
guru please goodbye immediately,GOODBYE
hey goodbye please,GOODBYE
guru goodbye for me,GOODBYE
goodbye please,GOODBYE
please goodbye for me,GOODBYE
hey goodbye right now,GOODBYE
hey guru goodbye immediately,GOODBYE
guru please goodbye please,GOODBYE
please goodbye quickly,GOODBYE
would you goodbye immediately,GOODBYE
goodbye immediately,GOODBYE
would you goodbye quickly,GOODBYE
hey goodbye immediately,GOODBYE
hey guru goodbye please,GOODBYE
hey goodbye quickly,GOODBYE
please goodbye immediately,GOODBYE
could you goodbye please,GOODBYE
listen guru goodbye for me,GOODBYE
please help goodbye,GOODBYE
can you goodbye immediately,GOODBYE
would you goodbye for me,GOODBYE
listen guru goodbye immediately,GOODBYE
guru goodbye,GOODBYE
guru please goodbye,GOODBYE
can you goodbye for me,GOODBYE
guru goodbye quickly,GOODBYE
hey guru goodbye,GOODBYE
could you goodbye quickly,GOODBYE
could you goodbye right now,GOODBYE
could you goodbye immediately,GOODBYE
guru please see you later immediately,GOODBYE
hey see you later right now,GOODBYE
listen guru see you later for me,GOODBYE
guru please see you later please,GOODBYE
can you see you later quickly,GOODBYE
would you see you later,GOODBYE
listen guru see you later,GOODBYE
see you later for me,GOODBYE
see you later right now,GOODBYE
guru see you later,GOODBYE
guru see you later right now,GOODBYE
see you later immediately,GOODBYE
can you see you later for me,GOODBYE
could you see you later for me,GOODBYE
guru please see you later for me,GOODBYE
can you see you later,GOODBYE
hey guru see you later,GOODBYE
please see you later immediately,GOODBYE
guru please see you later quickly,GOODBYE
see you later,GOODBYE
see you later quickly,GOODBYE
could you see you later immediately,GOODBYE
can you see you later please,GOODBYE
can you see you later right now,GOODBYE
please see you later right now,GOODBYE
hey guru see you later for me,GOODBYE
please help see you later,GOODBYE
could you see you later quickly,GOODBYE
hey guru see you later please,GOODBYE
listen guru see you later right now,GOODBYE
guru please see you later right now,GOODBYE
hey see you later immediately,GOODBYE
guru see you later immediately,GOODBYE
guru see you later for me,GOODBYE
please see you later for me,GOODBYE
would you see you later immediately,GOODBYE
listen guru see you later immediately,GOODBYE
hey see you later please,GOODBYE
guru see you later quickly,GOODBYE
hey guru see you later immediately,GOODBYE
hey guru see you later quickly,GOODBYE
would you see you later for me,GOODBYE
listen guru see you later quickly,GOODBYE
listen guru see you later please,GOODBYE
would you see you later quickly,GOODBYE
hey see you later for me,GOODBYE
can you see you later immediately,GOODBYE
hey see you later quickly,GOODBYE
see you later please,GOODBYE
would you see you later please,GOODBYE
please see you later please,GOODBYE
could you see you later right now,GOODBYE
hey guru see you later right now,GOODBYE
could you see you later,GOODBYE
would you see you later right now,GOODBYE
guru see you later please,GOODBYE
could you see you later please,GOODBYE
please see you later,GOODBYE
guru please see you later,GOODBYE
please see you later quickly,GOODBYE
hey see you later,GOODBYE
hey guru talk to you later immediately,GOODBYE
hey guru talk to you later please,GOODBYE
would you talk to you later for me,GOODBYE
hey guru talk to you later quickly,GOODBYE
talk to you later quickly,GOODBYE
can you talk to you later,GOODBYE
guru talk to you later for me,GOODBYE
can you help me talk to you later,GOODBYE
talk to you later for me,GOODBYE
guru talk to you later,GOODBYE
guru talk to you later right now,GOODBYE
please talk to you later immediately,GOODBYE
could you talk to you later,GOODBYE
would you talk to you later immediately,GOODBYE
guru please talk to you later for me,GOODBYE
guru please talk to you later quickly,GOODBYE
can you talk to you later immediately,GOODBYE
would you talk to you later,GOODBYE
hey guru talk to you later,GOODBYE
please talk to you later right now,GOODBYE
listen guru talk to you later please,GOODBYE
could you talk to you later quickly,GOODBYE
would you talk to you later right now,GOODBYE
hey talk to you later right now,GOODBYE
would you talk to you later please,GOODBYE
listen guru talk to you later for me,GOODBYE
listen guru talk to you later quickly,GOODBYE
talk to you later,GOODBYE
could you talk to you later right now,GOODBYE
can you talk to you later quickly,GOODBYE
please talk to you later quickly,GOODBYE
can you talk to you later for me,GOODBYE
can you talk to you later please,GOODBYE
guru please talk to you later immediately,GOODBYE
could you talk to you later for me,GOODBYE
guru please talk to you later,GOODBYE
listen guru talk to you later immediately,GOODBYE
guru talk to you later please,GOODBYE
hey talk to you later,GOODBYE
listen guru talk to you later right now,GOODBYE
talk to you later immediately,GOODBYE
guru talk to you later quickly,GOODBYE
listen guru talk to you later,GOODBYE
talk to you later right now,GOODBYE
guru please talk to you later right now,GOODBYE
hey talk to you later immediately,GOODBYE
hey talk to you later please,GOODBYE
please talk to you later,GOODBYE
hey talk to you later for me,GOODBYE
hey talk to you later quickly,GOODBYE
please talk to you later for me,GOODBYE
would you talk to you later quickly,GOODBYE
hey guru talk to you later right now,GOODBYE
please talk to you later please,GOODBYE
can you talk to you later right now,GOODBYE
could you talk to you later immediately,GOODBYE
talk to you later please,GOODBYE
guru talk to you later immediately,GOODBYE
could you talk to you later please,GOODBYE
guru please talk to you later please,GOODBYE
hey guru talk to you later for me,GOODBYE
would you thank you please,THANK_YOU
hey guru thank you,THANK_YOU
guru thank you for me,THANK_YOU
hey guru thank you immediately,THANK_YOU
hey guru thank you for me,THANK_YOU
could you thank you immediately,THANK_YOU
guru please thank you immediately,THANK_YOU
guru please thank you quickly,THANK_YOU
listen guru thank you for me,THANK_YOU
could you thank you for me,THANK_YOU
hey thank you right now,THANK_YOU
thank you quickly,THANK_YOU
hey thank you for me,THANK_YOU
thank you for me,THANK_YOU
please thank you please,THANK_YOU
guru thank you immediately,THANK_YOU
please thank you right now,THANK_YOU
could you thank you,THANK_YOU
would you thank you immediately,THANK_YOU
can you thank you right now,THANK_YOU
hey thank you please,THANK_YOU
can you thank you,THANK_YOU
would you thank you,THANK_YOU
hey guru thank you please,THANK_YOU
listen guru thank you,THANK_YOU
thank you right now,THANK_YOU
listen guru thank you immediately,THANK_YOU
i need assistance thank you,THANK_YOU
could you thank you right now,THANK_YOU
listen guru thank you right now,THANK_YOU
guru thank you quickly,THANK_YOU
guru please thank you please,THANK_YOU
guru please thank you,THANK_YOU
please thank you for me,THANK_YOU
